year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2025,municipal general,Mayor,,South Jordan City Mayor,SJD004,DAWN R RAMSEY,286,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD004,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD005,NOAH BARRETT,48,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD005,DAWN R RAMSEY,242,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD005,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD006,NOAH BARRETT,6,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD006,DAWN R RAMSEY,26,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD006,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD007,NOAH BARRETT,63,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD007,DAWN R RAMSEY,300,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD007,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD008,NOAH BARRETT,64,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD008,DAWN R RAMSEY,305,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD008,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD009,NOAH BARRETT,40,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD009,DAWN R RAMSEY,200,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD009,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD010,NOAH BARRETT,17,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD010,DAWN R RAMSEY,151,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD010,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD011,NOAH BARRETT,38,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD011,DAWN R RAMSEY,98,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD011,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD012,NOAH BARRETT,21,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD012,DAWN R RAMSEY,150,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD012,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD013,NOAH BARRETT,11,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD013,DAWN R RAMSEY,34,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD013,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD014,NOAH BARRETT,23,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD014,DAWN R RAMSEY,27,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD014,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD015,NOAH BARRETT,68,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD015,DAWN R RAMSEY,336,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD015,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD016,NOAH BARRETT,91,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD016,DAWN R RAMSEY,298,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD016,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD017,NOAH BARRETT,56,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD017,DAWN R RAMSEY,268,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD017,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD018,NOAH BARRETT,69,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD018,DAWN R RAMSEY,296,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD018,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD019,NOAH BARRETT,54,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD019,DAWN R RAMSEY,275,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD019,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD020,NOAH BARRETT,39,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD020,DAWN R RAMSEY,259,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD020,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD021,NOAH BARRETT,48,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD021,DAWN R RAMSEY,308,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD021,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD022,NOAH BARRETT,48,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD022,DAWN R RAMSEY,249,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD022,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD023,NOAH BARRETT,58,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD023,DAWN R RAMSEY,478,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD023,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD024,NOAH BARRETT,50,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD024,DAWN R RAMSEY,348,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD024,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD025,NOAH BARRETT,16,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD025,DAWN R RAMSEY,21,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD025,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD026,NOAH BARRETT,85,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD026,DAWN R RAMSEY,309,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD026,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD027,NOAH BARRETT,72,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD027,DAWN R RAMSEY,206,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD027,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD028,NOAH BARRETT,37,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD028,DAWN R RAMSEY,216,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD028,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD029,NOAH BARRETT,46,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD029,DAWN R RAMSEY,160,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD029,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD030,NOAH BARRETT,54,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD030,DAWN R RAMSEY,236,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD030,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD031,NOAH BARRETT,67,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD031,DAWN R RAMSEY,230,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD031,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD032,NOAH BARRETT,41,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD032,DAWN R RAMSEY,183,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD032,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD033,NOAH BARRETT,64,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD033,DAWN R RAMSEY,247,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD033,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD034,NOAH BARRETT,53,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD034,DAWN R RAMSEY,223,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD034,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD035,NOAH BARRETT,43,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD035,DAWN R RAMSEY,187,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD035,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD036,NOAH BARRETT,36,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD036,DAWN R RAMSEY,150,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD036,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD037,NOAH BARRETT,65,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD037,DAWN R RAMSEY,221,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD037,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD038,NOAH BARRETT,51,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD038,DAWN R RAMSEY,289,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD038,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD039,NOAH BARRETT,26,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD039,DAWN R RAMSEY,86,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD039,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD040,NOAH BARRETT,46,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD040,DAWN R RAMSEY,211,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD040,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD041,NOAH BARRETT,49,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD041,DAWN R RAMSEY,164,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD041,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD042,NOAH BARRETT,22,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD042,DAWN R RAMSEY,136,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD042,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD043,NOAH BARRETT,50,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD043,DAWN R RAMSEY,231,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD043,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD044,NOAH BARRETT,52,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD044,DAWN R RAMSEY,179,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD044,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD045,NOAH BARRETT,44,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD045,DAWN R RAMSEY,133,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD045,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD046,NOAH BARRETT,70,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD046,DAWN R RAMSEY,86,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD046,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD047,NOAH BARRETT,42,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD047,DAWN R RAMSEY,228,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD047,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD048,NOAH BARRETT,43,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD048,DAWN R RAMSEY,275,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD048,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD049,NOAH BARRETT,49,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD049,DAWN R RAMSEY,214,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD049,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD050,NOAH BARRETT,35,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD050,DAWN R RAMSEY,194,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD050,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD051,NOAH BARRETT,68,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD051,DAWN R RAMSEY,351,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD051,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD052,NOAH BARRETT,42,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD052,DAWN R RAMSEY,156,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD052,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD053,NOAH BARRETT,34,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD053,DAWN R RAMSEY,162,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD053,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD054,NOAH BARRETT,31,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD054,DAWN R RAMSEY,245,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD054,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD055,NOAH BARRETT,64,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD055,DAWN R RAMSEY,191,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD055,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD056,NOAH BARRETT,64,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD056,DAWN R RAMSEY,184,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD056,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD057,NOAH BARRETT,33,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD057,DAWN R RAMSEY,121,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD057,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD058,NOAH BARRETT,21,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD058,DAWN R RAMSEY,40,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD058,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD059,NOAH BARRETT,11,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD059,DAWN R RAMSEY,80,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD059,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD060,NOAH BARRETT,40,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD060,DAWN R RAMSEY,168,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD060,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD061,NOAH BARRETT,34,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD061,DAWN R RAMSEY,217,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD061,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD062,NOAH BARRETT,54,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD062,DAWN R RAMSEY,381,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD062,Write-in (unresolved),0,False
